Lowest_gadm_level_entered,ADM0_name,ADM1_name,ADM1_code,ADM2_name,ADM2_code,ADM3_name,YEAR,YEAR_END,MONTH,MONTH_END,WEEK,DAY,CASES,DEATHS,"Human-Human (1), Zoonotic (0), Unknown (NA)",OCCUPATION,AGE,GENDER,NOTES,Source,Source2,A_NOTES
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,4,,NA,,6,NA,NA,,,,,Keane et. al 1977,,
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,5,,NA,,7,NA,NA,,,,,Keane et. al 1977,,
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,6,,NA,,11,NA,NA,,,,,Keane et. al 1977,,
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,7,,NA,,16,NA,NA,,,,,Keane et. al 1977,,
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,8,,NA,,10,NA,NA,,,,,Keane et. al 1977,,
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,9,,NA,,3,NA,NA,,,,,Keane et. al 1977,,
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,10,,NA,,13,NA,NA,,,,,Keane et. al 1977,,
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,11,,NA,,8,NA,NA,,,,,Keane et. al 1977,,
3,SLE,Eastern,SLE.1_1,Kailahun,SLE.1.1_1,Segbwema,1975,,12,,NA,,11,NA,NA,,,,,Keane et. al 1977,,
0,SLE,,,,,,1996,,1,12,NA,,799,148,NA,,,,,Promed 20040421.1110,,
0,SLE,,,,,,1997,,1,,NA,,45,7,NA,,,,,Promed 20040421.1110,,
0,SLE,,,,,,1997,,2,,NA,,75,9,NA,,,,,Promed 20040421.1110,,
0,SLE,,,,,,1997,,3,,NA,,147,20,NA,,,,,Promed 20040421.1110,,
0,SLE,,,,,,1997,,4,,NA,,86,7,NA,,,,,Promed 20040421.1110,,
2,SLE,Eastern,SLE.1_1,Kenema,SLE.1.3_1,,2004,,1,12,NA,,321,80,NA,,,,,,,Ask
2,SLE,Eastern,SLE.1_1,Kenema,SLE.1.3_1,,2005,,1,12,NA,,136,35,NA,,,,,,,Ask
2,SLE,Eastern,SLE.1_1,Kenema,SLE.1.3_1,,2006,,1,12,NA,,51,17,NA,,,,,,,Ask
2,SLE,Eastern,SLE.1_1,Kenema,SLE.1.3_1,,2007,,1,12,NA,,19,11,NA,,,,,,,Ask
1,SLE,Eastern,SLE.1_1,Kenema,SLE.1.3_1,,2017,,1,12,NA,,17,11,NA,,,,,Promed 20180608.5845206,,
1,SLE,Eastern,SLE.1_1,Kenema,SLE.1.3_1,,2018,,1,5,NA,,18,7,NA,,,,,Promed 20180608.5845206,,
0,SWE,,,,,,2016,,3,,NA,,1,0,NA,,73,F,case imported from Liberia,Hamblion et al. 2018,,
2,TGO,Savanes,TGO.5_1,Sansanné-Mango,TGO.5.1_1,,2016,,3,,NA,,2,1,1,two healthcare workers,33-47,M,cases exported to Germany and USA,,,
2,TGO,Kara,TGO.2_1,Doufelgou,TGO.2.4_1,,2019,,1,,NA,,1,0,NA,,,,,Promed 20190108.6248252,,
0,USA,,,,,,2016,,3,,NA,,1,1,1,healthcare worker,33,M,,,,Repeat of above
0,ZAF,,,,,,2007,,1,2,NA,,1,0,1,one healthcare worker,46,M,imported from Nigeria,Promed 20070222.0657,,
1,BEN,Borgou,BEN.4_1,Tchaourou,,,2017,,,,,,1,1,,Pregnant mother,,F,,Promed 20170312.4896305,,
1,BEN,Borgou,BEN.4_1,Papane,,,2017,,3,,,,2,,,,,,,Promed 20170301.4872702,,
1,BEN,Littoral,BEN.8_1,Cotonou,,,2018,,12,,,,1,,,,28,M,,Promed 20181228.6225335,,
1,BEN,Atakora,BEN.2_1,BoukoumbŽÊ,,,2018,,1,,,,1,,,,,,,Promed 20180124.5581805,Promed 20180124.5576379,
1,BEN,Borgou,BEN.4_1,"Taberu, Baruten",,,2019,,,,,,2,,,,,,Reported in Nigeria,Promed 20190117.6264610,,Ask- Nigerian
1,BEN,Borgou,BEN.4_1,Kwara,,,2020,,,,,,,,,,,,,,,Ask- No data
1,BFA,Centre-Est,BFA.3_1,Ouargaye,,,2017,,,,,,1,,,,,,,Promed 20170312.4896305,,
1,GHA,Accra,GHA.5_1,Tema,,,2018,,,,,,1,,,,,,,Promed 20180302.5660162,,
1,GIN,Nzérékoré,GIN.8_1,"Guécke, Yomou Préfecture",,,2018,,1,,,,1,1,,,,F,,Promed 20180210.5620420,,
1,SLE,Northern,SLE.2_1,"Masanga,ÊTonkolili",,,2019,,11,,,,1,,NA,,,,,Promed 20191130.6810227,,
1,SLE,Northern,SLE.2_1,"Masanga,ÊTonkolili",,,2019,,11,,,,3,,1,,,,,Promed 20191130.6810227,,
2,TGO,Savanes,TGO.5_1,Mango,TGO.5.1_1,,2017,,,,NA,,1,,,,,F,,Promed 20170312.4896305,,
1,LBR,Nimba,LBR.12_1,,,,2017,,2,,,,3,2,,,,,,Promed 20170209.4827934,,
1,LBR,GRAND BASSA,LBR.5_1,,,,2018,,1,6,,,2,,,,,,,Promed 20180711.5898495,,
1,LBR,Nimba,LBR.12_1,,,,2018,,1,6,,,9,,,,,,,Promed 20180711.5898495,,
1,LBR,Bong,LBR.2_1,,,,2018,,1,6,,,4,,,,,,,Promed 20180711.5898495,,
1,LBR,Margibi,LBR.9_1,,,,2018,,1,6,,,2,,,,,,,Promed 20180711.5898495,,
1,LBR,Montserrado,LBR.11_1,,,,2018,,1,6,,,3,,,,,,,Promed 20180711.5898495,,
1,LBR,Nimba,LBR.12_1,,,,2019,,12,,,,9,3,,,,,,Promed 20191207.6828798),,
1,LBR,Grand Bassa ,LBR.5_1,,,,2019,,1,8,,,5,,,,,,,Promed 20190902.6653653) ,,
1,LBR,Bong,LBR.2_1,,,,2020,,1,,,,4,,,,,,,Promed 20200215.6990603,,No source
1,LBR,Grand Bassa,LBR.5_1,,,,2020,,1,,,,23,3,,,,,,Promed 20200120.6901139,Promed 20200120.6901139,
1,LBR,Nimba,LBR.12_1,,,,2019,,1,8,,,9,,,,,,,Promed 20190902.6653653) ,,
1,LBR,Bong,LBR.2_1,,,,2019,,1,8,,,10,,,,,,,Promed 20190902.6653653) ,,
1,LBR,Grand Kru,LBR.7_1,,,,2019,,1,8,,,1,,,,,,,Promed 20190902.6653653) ,,
1,NGA,Lagos,NGA.25_1,,,,2020,,,,,,1,,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Ogun,NGA.28_1,,,,2020,,,,,,1,,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Oyo,NGA.31_1,,,,2020,,,,,,1,,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Benue,NGA.7_1,,,,2020,,,,,,1,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Borno,NGA.8_1,,,,2020,,,,,,1,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Ebonyi,NGA.11_1,,,,2020,,,,,,1,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Gombe,NGA.16_1,,,,2020,,,,,,1,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Jigawa,NGA.18_1,,,,2020,,,,,,1,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Kaduna,NGA.19_1,,,,2020,,,,,,1,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Katsina,NGA.21_1,,,,2020,,,,,,1,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Anambra,NGA.4_1,,,,2020,,,,,,2,1,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Kano,NGA.20_1,,,,2020,,,,,,2,1,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Osun,NGA.30_1,,,,2020,,,,,,2,,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Taraba,NGA.35_1,,,,2020,,,,,,2,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Borno,NGA.8_1,,,,2020,,,,,,3,1,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,FederalCapitalTerritory,NGA.15_1,,,,2020,,,,,,3,,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Delta,NGA.10_1,,,,2020,,,,,,3,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Kano,NGA.20_1,,,,2020,,,,,,3,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Adamawa,NGA.2_1,,,,2020,,,,,,4,,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Kebbi,NGA.22_1,,,,2020,,,,,,4,2,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Abia,NGA.1_1,,,,2020,,,,,,5,2,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Katsina,NGA.21_1,,,,2020,,,,,,5,1,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Sokoto,NGA.34_1,,,,2020,,,,,,5,2,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Kaduna,NGA.19_1,,,,2020,,,,,,6,5,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Bauchi,NGA.5_1,,,,2020,,,,,,7,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Gombe,NGA.16_1,,,,2020,,,,,,8,2,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Benue,NGA.7_1,,,,2020,,,,,,9,4,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Rivers,NGA.33_1,,,,2020,,,,,,9,3,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Edo,NGA.12_1,,,,2020,,,,,,9,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Enugu,NGA.14_1,,,,2020,,,,,,10,2,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Nassarawa,NGA.26_1,,,,2020,,,,,,10,4,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Delta,NGA.10_1,,,,2020,,,,,,15,3,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Ondo,NGA.29_1,,,,2020,,,,,,17,,1,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Plateau,NGA.32_1,,,,2020,,,,,,33,8,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Kogi,NGA.23_1,,,,2020,,,,,,40,8,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Bauchi,NGA.5_1,,,,2020,,,,,,46,22,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Taraba,NGA.35_1,,,,2020,,,,,,56,22,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Ebonyi,NGA.11_1,,,,2020,,,,,,80,23,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Edo,NGA.12_1,,,,2020,,,,,,376,40,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Ondo,NGA.29_1,,,,2020,,,,,,406,83,,,,,,NCDC Weekly SitRep 2020 Wk. 53,,
1,NGA,Abia,NGA.1_1,,,,2019,,,,,,2,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Delta,NGA.10_1,,,,2019,,,,,,1,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Delta,NGA.10_1,,,,2019,,,,,,2,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Ebonyi,NGA.11_1,,,,2019,,,,,,2,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Ebonyi,NGA.11_1,,,,2019,,,,,,55,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Edo,NGA.12_1,,,,2019,,,,,,6,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Edo,NGA.12_1,,,,2019,,,,,,300,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Enugu,NGA.14_1,,,,2019,,,,,,1,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Enugu,NGA.14_1,,,,2019,,,,,,1,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Gombe,NGA.16_1,,,,2019,,,,,,4,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Imo,NGA.17_1,,,,2019,,,,,,2,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Kaduna,NGA.19_1,,,,2019,,,,,,5,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Adamawa,NGA.2_1,,,,2019,,,,,,1,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Kebbi,NGA.22_1,,,,2019,,,,,,1,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Kebbi,NGA.22_1,,,,2019,,,,,,6,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Kogi,NGA.23_1,,,,2019,,,,,,4,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Kwara,NGA.24_1,,,,2019,,,,,,1,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Lagos,NGA.25_1,,,,2019,,,,,,1,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Nassarawa,NGA.26_1,,,,2019,,,,,,7,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Ondo,NGA.29_1,,,,2019,,,,,,5,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Ondo,NGA.29_1,,,,2019,,,,,,280,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Oyo,NGA.31_1,,,,2019,,,,,,2,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Plateau,NGA.32_1,,,,2019,,,,,,1,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Plateau,NGA.32_1,,,,2019,,,,,,35,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Rivers,NGA.33_1,,,,2019,,,,,,1,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Rivers,NGA.33_1,,,,2019,,,,,,1,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Taraba,NGA.35_1,,,,2019,,,,,,40,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Zamfara,NGA.37_1,,,,2019,,,,,,1,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Bauchi,NGA.5_1,,,,2019,,,,,,1,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Bauchi,NGA.5_1,,,,2019,,,,,,55,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Benue,NGA.7_1,,,,2019,,,,,,1,,1,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,Benue,NGA.7_1,,,,2019,,,,,,7,,,,,,,NCDC SitRep 2019 Wk. 52,,
1,NGA,CrossRiver,NGA.9_1,,,,2019,,,,,,1,,,,,,,NCDC SitRep 2019 Wk. 52,,
2,GIN,Nzérékoré,,Yomou,,,2021,,5,,,,1,1,,,,,Coinfection with COVID-19,Promed 20210518.8367530,Promed 20210707.8502148,
2,GIN,Nzérékoré,,Beyla,,,2021,,6,,,,1,1,,,,,,Promed 20210707.8502148,,
2,LBR,Bong,,Phebe Airstrip,,,2021,,1,,1,,1,1,,,39,M,,Promed 20210730.8555867,,
2,LBR,Grand Bassa,,Mie Field,,,2021,,3,,9,,1,1,,,38,F,,Promed 20210730.8555867,,
1,LBR,Nimba,,,,,2021,,7,,26,,1,1,,,27,F,,Promed 20210730.8555867,,
0,GBR,,,,,,2022,,2,,,,3,1,1,,,,First case imported from Mali,Promed 20220222.8701582,,
2,TGO,Savanes,,Oti-Sud,,,2022,,2,,,,1,1,,,35,F,,Promed 20220228.8701715,,
2,GIN,Nzérékoré,,Guéckédou,,,2022,,4,,,,1,0,,,17,F,,Promed 20220425.8702832,,
2,GIN,Nzérékoré,,Guéckédou,,,2022,,4,,,,1,0,,,24,M,,Promed 20220507.8703096,,
2,ZAF,KwaZulu-Natal,,Pietermaritzburg ,,,2022,,5,,,,1,1,,,,M,imported from Nigeria,Promed 20220516.8703281,,
1,NGA,Bauchi,,,,,2021,,1,,1,,2,2,,,,,,NCDC Weekly SitRep 2021 Wk. 1,,
1,NGA,Ebonyi,,,,,2021,,1,,1,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 1,,
1,NGA,Edo,,,,,2021,,1,,1,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 1,,
1,NGA,Ondo,,,,,2021,,1,,1,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 1,,
1,NGA,Ebonyi,,,,,2021,,1,,2,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 2,,
1,NGA,Edo,,,,,2021,,1,,2,,11,1,,,,,,NCDC Weekly SitRep 2021 Wk. 2,,
1,NGA,Taraba,,,,,2021,,1,,2,,2,1,,,,,,NCDC Weekly SitRep 2021 Wk. 2,,
1,NGA,Edo,,,,,2021,,1,,3,,8,1,,,,,,NCDC Weekly SitRep 2021 Wk. 3,,
1,NGA,Ondo,,,,,2021,,1,,3,,8,2,,,,,,NCDC Weekly SitRep 2021 Wk. 3,,
1,NGA,Akwa Ibom,,,,,2021,,1,,3,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 3,,
1,NGA,Edo,,,,,2021,,1,,4,,4,0,,,,,,NCDC Weekly SitRep 2021 Wk. 4,,
1,NGA,Ondo,,,,,2021,,1,,4,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 4,,
1,NGA,Taraba,,,,,2021,,1,,4,,4,2,,,,,,NCDC Weekly SitRep 2021 Wk. 4,,
1,NGA,Bauchi,,,,,2021,,1,,4,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 4,,
1,NGA,Plateau,,,,,2021,,1,,4,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 4,,
1,NGA,Nassarawa,,,,,2021,,1,,4,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 4,,
1,NGA,Edo,,,,,2021,,2,,5,,6,0,,,,,,NCDC Weekly SitRep 2021 Wk. 5,,
1,NGA,Ondo,,,,,2021,,2,,5,,4,0,,,,,,NCDC Weekly SitRep 2021 Wk. 5,,
1,NGA,Taraba,,,,,2021,,2,,5,,1,,,,,,,NCDC Weekly SitRep 2021 Wk. 5,,
1,NGA,Taraba,,,,,2021,,2,,5,,,1,,,,,,NCDC Weekly SitRep 2021 Wk. 5,,
1,NGA,Taraba,,,,,2021,,2,,5,,1,,1,HCW,,,,NCDC Weekly SitRep 2021 Wk. 5,,
1,NGA,Edo,,,,,2021,,2,,6,,10,2,,,,,,NCDC Weekly SitRep 2021 Wk. 6,,
1,NGA,Ondo,,,,,2021,,2,,6,,5,3,,,,,,NCDC Weekly SitRep 2021 Wk. 6,,
1,NGA,Taraba,,,,,2021,,2,,6,,2,1,,,,,,NCDC Weekly SitRep 2021 Wk. 6,,
1,NGA,Edo,,,,,2021,,2,,7,,8,0,,,,,,NCDC Weekly SitRep 2021 Wk. 7,,
1,NGA,Ondo,,,,,2021,,2,,7,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 7,,
1,NGA,Taraba,,,,,2021,,2,,7,,1,1,,,,,,NCDC Weekly SitRep 2021 Wk. 7,,
1,NGA,Ebonyi,,,,,2021,,2,,7,,4,1,,,,,,NCDC Weekly SitRep 2021 Wk. 7,,
1,NGA,Nassarawa,,,,,2021,,2,,7,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 7,,
1,NGA,Enugu,,,,,2021,,2,,7,,1,1,1,HCW,,,,NCDC Weekly SitRep 2021 Wk. 7,,
1,NGA,Edo,,,,,2021,,2,,8,,10,3,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Ondo,,,,,2021,,2,,8,,6,1,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Taraba,,,,,2021,,2,,8,,3,2,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Ebonyi,,,,,2021,,2,,8,,4,0,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Bauchi,,,,,2021,,2,,8,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Plateau,,,,,2021,,2,,8,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Enugu,,,,,2021,,2,,8,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Benue,,,,,2021,,2,,8,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Kaduna,,,,,2021,,2,,8,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Abia,,,,,2021,,2,,8,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 8,,
1,NGA,Edo,,,,,2021,,3,,9,,13,0,,,,,,NCDC Weekly SitRep 2021 Wk. 9,,
1,NGA,Ondo,,,,,2021,,3,,9,,4,0,,,,,,NCDC Weekly SitRep 2021 Wk. 9,,
1,NGA,Ondo,,,,,2021,,3,,9,,2,0,1,HCW,,,,NCDC Weekly SitRep 2021 Wk. 9,,
1,NGA,Taraba,,,,,2021,,3,,9,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 9,,
1,NGA,Ebonyi,,,,,2021,,3,,9,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 9,,
1,NGA,Benue,,,,,2021,,3,,9,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 9,,
1,NGA,Kaduna,,,,,2021,,3,,9,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 9,,
1,NGA,Edo,,,,,2021,,3,,10,,14,0,,,,,,NCDC Weekly SitRep 2021 Wk. 10,,
1,NGA,Ondo,,,,,2021,,3,,10,,7,3,,,,,,NCDC Weekly SitRep 2021 Wk. 10,,
1,NGA,Taraba,,,,,2021,,3,,10,,2,1,,,,,,NCDC Weekly SitRep 2021 Wk. 10,,
1,NGA,Ebonyi,,,,,2021,,3,,10,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 10,,
1,NGA,Kaduna,,,,,2021,,3,,10,,4,2,,,,,,NCDC Weekly SitRep 2021 Wk. 10,,
1,NGA,Bauchi,,,,,2021,,3,,10,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 10,,
1,NGA,Plateau,,,,,2021,,3,,10,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 10,,
1,NGA,Edo,,,,,2021,,3,,11,,10,0,,,,,,NCDC Weekly SitRep 2021 Wk. 11,,
1,NGA,Ondo,,,,,2021,,3,,11,,14,4,,,,,,NCDC Weekly SitRep 2021 Wk. 11,,
1,NGA,Ebonyi,,,,,2021,,3,,11,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 11,,
1,NGA,Bauchi,,,,,2021,,3,,11,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 11,,
1,NGA,Plateau,,,,,2021,,3,,11,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 11,,
1,NGA,Benue,,,,,2021,,3,,11,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 11,,
1,NGA,Kogi,,,,,2021,,3,,11,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 11,,
1,NGA,Delta,,,,,2021,,3,,11,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 11,,
1,NGA,Edo,,,,,2021,,3,,12,,5,1,,,,,,NCDC Weekly SitRep 2021 Wk. 12,,
1,NGA,Ondo,,,,,2021,,3,,12,,2,2,,,,,,NCDC Weekly SitRep 2021 Wk. 12,,
1,NGA,Ondo,,,,,2021,,3,4,13,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 13,,
1,NGA,Edo,,,,,2021,,4,,14,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 14,,
1,NGA,Ondo,,,,,2021,,4,,14,,5,1,,,,,,NCDC Weekly SitRep 2021 Wk. 14,,
1,NGA,Bauchi,,,,,2021,,4,,14,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 14,,
1,NGA,Plateau,,,,,2021,,4,,14,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 14,,
1,NGA,Edo,,,,,2021,,4,,15,,5,0,,,,,,NCDC Weekly SitRep 2021 Wk. 15,,
1,NGA,Benue,,,,,2021,,4,,15,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 15,,
1,NGA,Edo,,,,,2021,,4,,16,,2,1,,,,,,NCDC Weekly SitRep 2021 Wk. 16,,
1,NGA,Ondo,,,,,2021,,4,,16,,2,,,,,,,NCDC Weekly SitRep 2021 Wk. 16,,
1,NGA,Ondo,,,,,2021,,4,,16,,1,,1,HCW,,,,NCDC Weekly SitRep 2021 Wk. 16,,
1,NGA,Ondo,,,,,2021,,4,,16,,,1,,,,,,NCDC Weekly SitRep 2021 Wk. 16,,
1,NGA,Benue,,,,,2021,,4,,16,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 16,,
1,NGA,Kogi,,,,,2021,,4,,16,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 16,,
1,NGA,Edo,,,,,2021,,4,5,17,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 17,,
1,NGA,Ondo,,,,,2021,,4,5,17,,3,2,,,,,,NCDC Weekly SitRep 2021 Wk. 17,,
1,NGA,Ebonyi,,,,,2021,,4,5,17,,1,1,,,,,,NCDC Weekly SitRep 2021 Wk. 17,,
1,NGA,Benue,,,,,2021,,4,5,17,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 17,,
1,NGA,Edo,,,,,2021,,5,,18,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 18,,
1,NGA,Ondo,,,,,2021,,5,,18,,4,0,,,,,,NCDC Weekly SitRep 2021 Wk. 18,,
1,NGA,Ebonyi,,,,,2021,,5,,18,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 18,,
1,NGA,Bauchi,,,,,2021,,5,,18,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 18,,
1,NGA,Ondo,,,,,2021,,5,,19,,1,1,,,,,,NCDC Weekly SitRep 2021 Wk. 19,,
1,NGA,Edo,,,,,2021,,5,,20,,4,0,,,,,,NCDC Weekly SitRep 2021 Wk. 20,,
1,NGA,Ondo,,,,,2021,,5,,20,,4,0,,,,,,NCDC Weekly SitRep 2021 Wk. 20,,
1,NGA,Edo,,,,,2021,,5,6,22,,4,0,,,,,,NCDC Weekly SitRep 2021 Wk. 22,,
1,NGA,Ondo,,,,,2021,,5,6,22,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 22,,
1,NGA,Edo,,,,,2021,,6,,25,,7,0,,,,,,NCDC Weekly SitRep 2021 Wk. 25,,
1,NGA,Ondo,,,,,2021,,6,,25,,6,1,,,,,,NCDC Weekly SitRep 2021 Wk. 25,,
1,NGA,Edo,,,,,2021,,6,7,26,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 26,,
